scenario-100-default_2025-04-18_22-10-29_cpu_fragmentation_mean,scenario-100-default_2025-04-18_22-10-29_cpu_fragmentation_max,scenario-100-default_2025-04-18_22-10-29_cpu_fragmentation_std,scenario-100-default_2025-04-18_22-10-29_cpu_fragmentation_cv,scenario-100-default_2025-04-18_22-10-29_cpu_fragmentation_auc,scenario-100_2025-04-18_21-56-59_cpu_fragmentation_mean,scenario-100_2025-04-18_21-56-59_cpu_fragmentation_max,scenario-100_2025-04-18_21-56-59_cpu_fragmentation_std,scenario-100_2025-04-18_21-56-59_cpu_fragmentation_cv,scenario-100_2025-04-18_21-56-59_cpu_fragmentation_auc,scenario-100-default_2025-04-18_22-10-29_memory_fragmentation_mean,scenario-100-default_2025-04-18_22-10-29_memory_fragmentation_max,scenario-100-default_2025-04-18_22-10-29_memory_fragmentation_std,scenario-100-default_2025-04-18_22-10-29_memory_fragmentation_cv,scenario-100-default_2025-04-18_22-10-29_memory_fragmentation_auc,scenario-100_2025-04-18_21-56-59_memory_fragmentation_mean,scenario-100_2025-04-18_21-56-59_memory_fragmentation_max,scenario-100_2025-04-18_21-56-59_memory_fragmentation_std,scenario-100_2025-04-18_21-56-59_memory_fragmentation_cv,scenario-100_2025-04-18_21-56-59_memory_fragmentation_auc,scenario-100-default_2025-04-18_22-10-29_combined_fragmentation_mean,scenario-100-default_2025-04-18_22-10-29_combined_fragmentation_max,scenario-100-default_2025-04-18_22-10-29_combined_fragmentation_std,scenario-100-default_2025-04-18_22-10-29_combined_fragmentation_cv,scenario-100-default_2025-04-18_22-10-29_combined_fragmentation_auc,scenario-100_2025-04-18_21-56-59_combined_fragmentation_mean,scenario-100_2025-04-18_21-56-59_combined_fragmentation_max,scenario-100_2025-04-18_21-56-59_combined_fragmentation_std,scenario-100_2025-04-18_21-56-59_combined_fragmentation_cv,scenario-100_2025-04-18_21-56-59_combined_fragmentation_auc,scenario-100-default_2025-04-18_22-10-29_vs_scenario-100_2025-04-18_21-56-59_cpu_fragmentation_improvement_percentage,scenario-100-default_2025-04-18_22-10-29_vs_scenario-100_2025-04-18_21-56-59_memory_fragmentation_improvement_percentage,scenario-100-default_2025-04-18_22-10-29_vs_scenario-100_2025-04-18_21-56-59_combined_fragmentation_improvement_percentage
0.10755102040816329,0.56,0.09949164350415846,0.9250646170215869,25.965855000000005,0.12303482587064676,0.73,0.12463243470740082,1.012985013189954,30.553240000000002,0.18821428571428572,0.72,0.13776001057208334,0.7319317449750158,58.25524999999999,0.1733830845771144,0.94,0.17520986705216637,1.0105361055232553,44.04855,0.14801020408163268,0.58,0.09940654623214858,0.6716195471044852,42.078154999999995,0.14840796019900496,0.79,0.1327608855661878,0.894567147127179,37.271695,-14.396707166255975,7.879955063392731,-0.26873560498092525
