timestamp,cpu,memory,pods
2025-04-29T18:01:48.030,4000,8589934592000,110000
2025-04-29T18:01:48.036,4000,8589934592000,110000
2025-04-29T18:01:48.139,4000,8589934592000,110000
2025-04-29T18:01:58.877,2500,7516192768000,110000
2025-04-29T18:02:53.089,1500,5368709120000,110000
2025-04-29T18:03:58.971,3000,6442450944000,110000
2025-04-29T18:04:53.222,4000,8589934592000,110000
2025-04-29T18:04:58.139,4000,8589934592000,110000
