timestamp,pod_name,node_name,phase,event_type,cpu_req,mem_req
2025-04-24T14:14:55.640,pod-55,node-vkqxp,Running,update,935m,468Mi
2025-04-24T14:14:55.774,pod-55,node-vkqxp,Running,update,935m,468Mi
2025-04-24T14:14:56.108,pod-58,,Pending,add,696m,600Mi
2025-04-24T14:14:56.108,pod-57,,Pending,add,965m,354Mi
2025-04-24T14:14:56.129,pod-58,,Pending,update,696m,600Mi
2025-04-24T14:14:56.145,pod-57,,Pending,update,965m,354Mi
2025-04-24T14:14:56.160,pod-58,,Pending,update,696m,600Mi
2025-04-24T14:14:56.170,pod-57,,Pending,update,965m,354Mi
2025-04-24T14:14:57.149,pod-61,,Pending,add,378m,243Mi
2025-04-24T14:14:57.151,pod-59,,Pending,add,227m,385Mi
2025-04-24T14:14:57.151,pod-60,,Pending,add,754m,156Mi
2025-04-24T14:14:57.186,pod-61,node-tg96x,Pending,update,378m,243Mi
2025-04-24T14:14:57.198,pod-59,node-tg96x,Pending,update,227m,385Mi
2025-04-24T14:14:57.208,pod-60,,Pending,update,754m,156Mi
2025-04-24T14:14:57.255,pod-61,node-tg96x,Running,update,378m,243Mi
2025-04-24T14:14:57.255,pod-59,node-tg96x,Running,update,227m,385Mi
2025-04-24T14:14:57.379,pod-61,node-tg96x,Running,update,378m,243Mi
2025-04-24T14:14:57.393,pod-59,node-tg96x,Running,update,227m,385Mi
2025-04-24T14:14:57.645,pod-60,,Pending,update,754m,156Mi
2025-04-24T14:14:58.182,pod-49,node-tg96x,Running,update,423m,390Mi
2025-04-24T14:14:58.188,pod-49,node-tg96x,Running,update,423m,390Mi
2025-04-24T14:14:58.194,pod-49,node-tg96x,Running,delete,423m,390Mi
2025-04-24T14:14:58.854,pod-60,,Pending,update,754m,156Mi
2025-04-24T14:15:00.117,pod-62,,Pending,add,1222m,92Mi
2025-04-24T14:15:00.134,pod-62,,Pending,update,1222m,92Mi
2025-04-24T14:15:00.148,pod-62,,Pending,update,1222m,92Mi
2025-04-24T14:15:01.178,pod-48,node-tg96x,Running,update,417m,515Mi
2025-04-24T14:15:01.184,pod-48,node-tg96x,Running,update,417m,515Mi
2025-04-24T14:15:01.193,pod-48,node-tg96x,Running,delete,417m,515Mi
2025-04-24T14:15:04.637,pod-58,node-tg96x,Pending,update,696m,600Mi
2025-04-24T14:15:04.648,pod-58,node-tg96x,Running,update,696m,600Mi
2025-04-24T14:15:04.665,pod-58,node-tg96x,Running,update,696m,600Mi
2025-04-24T14:15:06.109,pod-63,,Pending,add,1344m,307Mi
2025-04-24T14:15:06.125,pod-63,,Pending,update,1344m,307Mi
2025-04-24T14:15:06.139,pod-63,,Pending,update,1344m,307Mi
2025-04-24T14:15:07.119,pod-65,,Pending,add,553m,446Mi
2025-04-24T14:15:07.119,pod-64,,Pending,add,1326m,126Mi
2025-04-24T14:15:07.140,pod-65,,Pending,update,553m,446Mi
2025-04-24T14:15:07.148,pod-64,,Pending,update,1326m,126Mi
2025-04-24T14:15:07.157,pod-65,,Pending,update,553m,446Mi
2025-04-24T14:15:07.170,pod-64,,Pending,update,1326m,126Mi
2025-04-24T14:15:09.114,pod-66,,Pending,add,766m,740Mi
2025-04-24T14:15:09.131,pod-66,,Pending,update,766m,740Mi
2025-04-24T14:15:09.144,pod-66,,Pending,update,766m,740Mi
2025-04-24T14:15:09.708,pod-53,node-vkqxp,Running,update,1161m,673Mi
2025-04-24T14:15:09.737,pod-53,node-vkqxp,Running,update,1161m,673Mi
2025-04-24T14:15:09.740,pod-53,node-vkqxp,Running,delete,1161m,673Mi
2025-04-24T14:15:10.158,pod-54,node-vkqxp,Running,update,665m,514Mi
2025-04-24T14:15:10.165,pod-54,node-vkqxp,Running,update,665m,514Mi
2025-04-24T14:15:10.170,pod-54,node-vkqxp,Running,delete,665m,514Mi
2025-04-24T14:15:10.646,pod-66,node-vkqxp,Pending,update,766m,740Mi
2025-04-24T14:15:10.661,pod-66,node-vkqxp,Running,update,766m,740Mi
2025-04-24T14:15:10.800,pod-66,node-vkqxp,Running,update,766m,740Mi
2025-04-24T14:15:11.120,pod-67,,Pending,add,875m,569Mi
2025-04-24T14:15:11.132,pod-67,node-vkqxp,Pending,update,875m,569Mi
2025-04-24T14:15:11.138,pod-67,node-vkqxp,Running,update,875m,569Mi
2025-04-24T14:15:11.147,pod-67,node-vkqxp,Running,update,875m,569Mi
2025-04-24T14:15:12.627,pod-50,node-tg96x,Running,update,701m,423Mi
2025-04-24T14:15:12.640,pod-50,node-tg96x,Running,update,701m,423Mi
2025-04-24T14:15:12.641,pod-50,node-tg96x,Running,delete,701m,423Mi
2025-04-24T14:15:13.108,pod-68,,Pending,add,563m,337Mi
2025-04-24T14:15:13.138,pod-68,node-tg96x,Pending,update,563m,337Mi
2025-04-24T14:15:13.144,pod-68,node-tg96x,Running,update,563m,337Mi
2025-04-24T14:15:13.154,pod-68,node-tg96x,Running,update,563m,337Mi
2025-04-24T14:15:13.660,pod-58,node-tg96x,Running,update,696m,600Mi
2025-04-24T14:15:13.677,pod-58,node-tg96x,Running,update,696m,600Mi
2025-04-24T14:15:13.683,pod-58,node-tg96x,Running,delete,696m,600Mi
2025-04-24T14:15:14.256,pod-61,node-tg96x,Running,update,378m,243Mi
2025-04-24T14:15:14.281,pod-61,node-tg96x,Running,update,378m,243Mi
2025-04-24T14:15:14.288,pod-61,node-tg96x,Running,delete,378m,243Mi
2025-04-24T14:15:14.615,pod-42,node-vkqxp,Running,update,1179m,256Mi
2025-04-24T14:15:14.634,pod-42,node-vkqxp,Running,update,1179m,256Mi
2025-04-24T14:15:14.641,pod-42,node-vkqxp,Running,delete,1179m,256Mi
2025-04-24T14:15:14.641,pod-62,node-tg96x,Pending,update,1222m,92Mi
2025-04-24T14:15:14.651,pod-62,node-tg96x,Running,update,1222m,92Mi
2025-04-24T14:15:14.678,pod-62,node-tg96x,Running,update,1222m,92Mi
2025-04-24T14:15:15.648,pod-65,node-vkqxp,Pending,update,553m,446Mi
2025-04-24T14:15:15.662,pod-65,node-vkqxp,Running,update,553m,446Mi
2025-04-24T14:15:15.677,pod-65,node-vkqxp,Running,update,553m,446Mi
2025-04-24T14:15:18.110,pod-69,,Pending,add,1886m,360Mi
2025-04-24T14:15:18.127,pod-69,,Pending,update,1886m,360Mi
2025-04-24T14:15:18.138,pod-69,,Pending,update,1886m,360Mi
2025-04-24T14:15:19.127,pod-70,,Pending,add,736m,371Mi
2025-04-24T14:15:19.139,pod-70,node-vkqxp,Pending,update,736m,371Mi
2025-04-24T14:15:19.149,pod-70,node-vkqxp,Running,update,736m,371Mi
2025-04-24T14:15:19.271,pod-70,node-vkqxp,Running,update,736m,371Mi
2025-04-24T14:15:20.117,pod-71,,Pending,add,609m,211Mi
2025-04-24T14:15:20.129,pod-71,,Pending,update,609m,211Mi
2025-04-24T14:15:20.141,pod-71,,Pending,update,609m,211Mi
2025-04-24T14:15:20.708,pod-56,node-tg96x,Running,update,1186m,605Mi
2025-04-24T14:15:20.716,pod-56,node-tg96x,Running,update,1186m,605Mi
2025-04-24T14:15:20.724,pod-56,node-tg96x,Running,delete,1186m,605Mi
2025-04-24T14:15:21.666,pod-71,node-tg96x,Pending,update,609m,211Mi
2025-04-24T14:15:21.675,pod-71,node-tg96x,Running,update,609m,211Mi
2025-04-24T14:15:21.692,pod-71,node-tg96x,Running,update,609m,211Mi
2025-04-24T14:15:23.156,pod-68,node-tg96x,Running,update,563m,337Mi
2025-04-24T14:15:23.171,pod-68,node-tg96x,Running,update,563m,337Mi
2025-04-24T14:15:23.174,pod-68,node-tg96x,Running,delete,563m,337Mi
2025-04-24T14:15:23.667,pod-60,node-tg96x,Pending,update,754m,156Mi
2025-04-24T14:15:23.676,pod-60,node-tg96x,Running,update,754m,156Mi
2025-04-24T14:15:23.698,pod-60,node-tg96x,Running,update,754m,156Mi
2025-04-24T14:15:24.108,pod-72,,Pending,add,370m,305Mi
2025-04-24T14:15:24.131,pod-72,node-tg96x,Pending,update,370m,305Mi
2025-04-24T14:15:24.143,pod-72,node-tg96x,Running,update,370m,305Mi
2025-04-24T14:15:24.151,pod-67,node-vkqxp,Running,update,875m,569Mi
2025-04-24T14:15:24.153,pod-72,node-tg96x,Running,update,370m,305Mi
2025-04-24T14:15:24.163,pod-67,node-vkqxp,Running,update,875m,569Mi
2025-04-24T14:15:24.166,pod-67,node-vkqxp,Running,delete,875m,569Mi
2025-04-24T14:15:27.667,pod-62,node-tg96x,Running,update,1222m,92Mi
2025-04-24T14:15:27.695,pod-62,node-tg96x,Running,update,1222m,92Mi
2025-04-24T14:15:27.695,pod-62,node-tg96x,Running,delete,1222m,92Mi
2025-04-24T14:15:29.652,pod-55,node-vkqxp,Running,update,935m,468Mi
2025-04-24T14:15:29.669,pod-55,node-vkqxp,Running,update,935m,468Mi
2025-04-24T14:15:29.670,pod-55,node-vkqxp,Running,delete,935m,468Mi
2025-04-24T14:15:29.683,pod-65,node-vkqxp,Running,update,553m,446Mi
2025-04-24T14:15:29.692,pod-65,node-vkqxp,Running,update,553m,446Mi
2025-04-24T14:15:29.698,pod-65,node-vkqxp,Running,delete,553m,446Mi
2025-04-24T14:15:30.276,pod-59,node-tg96x,Running,update,227m,385Mi
2025-04-24T14:15:30.286,pod-59,node-tg96x,Running,update,227m,385Mi
2025-04-24T14:15:30.290,pod-59,node-tg96x,Running,delete,227m,385Mi
2025-04-24T14:15:31.122,pod-73,,Pending,add,1354m,951Mi
2025-04-24T14:15:31.132,pod-73,node-vkqxp,Pending,update,1354m,951Mi
2025-04-24T14:15:31.138,pod-73,node-vkqxp,Running,update,1354m,951Mi
2025-04-24T14:15:31.166,pod-73,node-vkqxp,Running,update,1354m,951Mi
2025-04-24T14:15:32.678,pod-57,node-tg96x,Pending,update,965m,354Mi
2025-04-24T14:15:32.694,pod-57,node-tg96x,Running,update,965m,354Mi
2025-04-24T14:15:32.834,pod-57,node-tg96x,Running,update,965m,354Mi
2025-04-24T14:15:35.112,pod-74,,Pending,add,1191m,838Mi
2025-04-24T14:15:35.134,pod-74,,Pending,update,1191m,838Mi
2025-04-24T14:15:35.146,pod-74,,Pending,update,1191m,838Mi
2025-04-24T14:15:35.680,pod-66,node-vkqxp,Running,update,766m,740Mi
2025-04-24T14:15:35.692,pod-66,node-vkqxp,Running,update,766m,740Mi
2025-04-24T14:15:35.693,pod-66,node-vkqxp,Running,delete,766m,740Mi
2025-04-24T14:15:36.683,pod-45,node-vkqxp,Pending,update,1314m,55Mi
2025-04-24T14:15:36.697,pod-45,node-vkqxp,Running,update,1314m,55Mi
2025-04-24T14:15:36.715,pod-45,node-vkqxp,Running,update,1314m,55Mi
2025-04-24T14:15:37.108,pod-75,,Pending,add,630m,444Mi
2025-04-24T14:15:37.124,pod-75,node-tg96x,Pending,update,630m,444Mi
2025-04-24T14:15:37.128,pod-75,node-tg96x,Running,update,630m,444Mi
2025-04-24T14:15:37.139,pod-75,node-tg96x,Running,update,630m,444Mi
2025-04-24T14:15:37.156,pod-70,node-vkqxp,Running,update,736m,371Mi
2025-04-24T14:15:37.171,pod-70,node-vkqxp,Running,update,736m,371Mi
2025-04-24T14:15:37.179,pod-70,node-vkqxp,Running,delete,736m,371Mi
