timestamp,pod_name,node_name,phase,event_type,cpu_req,mem_req
2025-04-18T22:09:52.942,pod-73,node-vkqxp,Running,delete,1354m,951Mi
2025-04-18T22:09:52.951,pod-93,node-vkqxp,Running,update,1404m,1127Mi
2025-04-18T22:09:52.979,pod-93,node-vkqxp,Running,update,1404m,1127Mi
2025-04-18T22:09:55.495,pod-91,node-tg96x,Running,update,920m,509Mi
2025-04-18T22:09:55.513,pod-91,node-tg96x,Running,update,920m,509Mi
2025-04-18T22:09:55.521,pod-91,node-tg96x,Running,delete,920m,509Mi
2025-04-18T22:09:57.795,pod-92,node-tg96x,Running,update,983m,424Mi
2025-04-18T22:09:57.817,pod-92,node-tg96x,Running,update,983m,424Mi
2025-04-18T22:09:57.824,pod-92,node-tg96x,Running,delete,983m,424Mi
2025-04-18T22:09:58.946,pod-96,node-vkqxp,Running,update,886m,205Mi
2025-04-18T22:09:58.961,pod-96,node-vkqxp,Running,update,886m,205Mi
2025-04-18T22:09:58.969,pod-96,node-vkqxp,Running,delete,886m,205Mi
